No,Tanggal,Jenis Trans,IN/OUT,Product Code/Model,Jenis Barang,Nama Barang,Serial Number,Gudang/Rak,Jumlah,Keterangan,,,Jenis Trans,IN/OUT,ket,,,,,,,
422,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,5,,Printer InkEPSON Ink 003 Yellow,,,,,Epson Black ink 774 Total,,,4,2,,6
423,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 664 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Black,,,,,EPSON Ink 003 Black,Lemari Kaca,,51,47,,98
424,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 664 Cyan,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Cyan,,,,,,Rak F,,126,37,,163
425,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 664 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Yellow,,,,,EPSON Ink 003 Black Total,,,177,84,,261
426,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 664 Black,,Rak F,6,,Printer InkEPSON Ink 664 Black,,,,,EPSON Ink 003 Cyan,Lemari Kaca,,16,14,,30
427,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Black,,Rak F,6,,Printer InkEPSON Ink 673 Black,,,,,,Rak F,,45,12,,57
428,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Cyan,,Rak F,5,,Printer InkEPSON Ink 673 Cyan,,,,,EPSON Ink 003 Cyan Total,,,61,26,,87
429,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Magenta,,Rak F,3,,Printer InkEPSON Ink 673 Magenta,,,,,EPSON Ink 003 Magenta,Lemari Kaca,,13,11,,24
430,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Yellow,,Rak F,3,,Printer InkEPSON Ink 673 Yellow,,,,,,Rak F,,50,14,,64
431,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Light Cyan,,Rak F,3,,Printer InkEPSON Ink 673 Light Cyan,,,,,EPSON Ink 003 Magenta Total,,,63,25,,88
432,1-Jan-25,SALDO,IN,,Printer Ink,EPSON Ink 673 Light Magenta,,Rak F,2,,Printer InkEPSON Ink 673 Light Magenta,,,,,EPSON Ink 003 Yellow,Lemari Kaca,,16,14,,30
433,1-Jan-25,SALDO,IN,,Printer Ink,HP Ink Advantage Cartridge 680 Black,,Rak F,4,,Printer InkHP Ink Advantage Cartridge 680 Black,,,,,,Rak F,,48,12,,60
434,1-Jan-25,SALDO,IN,C4837A,Printer Ink,HP Ink Cartridge HP11 Magenta,,Rak F,1,,Printer InkHP Ink Cartridge HP11 Magenta,,,,,EPSON Ink 003 Yellow Total,,,64,26,,90
435,1-Jan-25,SALDO,IN,C4838A,Printer Ink,HP Ink Cartridge HP11 Yellow,,Rak F,1,,Printer InkHP Ink Cartridge HP11 Yellow,,,,,EPSON Ink 664 Black,Lemari Kaca,,8,7,,15
436,1-Jan-25,SALDO,IN,C4844A,Printer Ink,HP Ink Cartridge HP10 Black,,Rak F,1,,Printer InkHP Ink Cartridge HP10 Black,,,,,,Rak F,,11,6,,17
437,2-Jan-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,Backup tape full monthly Dec'24,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,EPSON Ink 664 Black Total,,,19,13,,32
438,2-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1622764 - Jamardi Boang Manalu (KCP),Printer InkEPSON Ink 003 Black,,,,,EPSON Ink 664 Cyan,Lemari Kaca,,3,2,,5
439,3-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1623928 - Pani Prima Tambunan (Oleo),Printer InkEPSON Ink 003 Black,,,,,,Rak F,,5,1,,6
440,7-Jan-25,KELUAR,OUT,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,2236310000914,Rak C,1,pasang di kutai room - untuk meeting tgl 20-21 jan 2025,RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,EPSON Ink 664 Cyan Total,,,8,3,,11
441,7-Jan-25,KELUAR,OUT,W1120A,Imaging Drum,HP 120A Original Laser Imaging Drum,CNB1R29XWD,Rak F,1,SR1624871 - Varenza Numithanodya (OLEO),Imaging DrumHP 120A Original Laser Imaging Drum,,,,,EPSON Ink 664 Magenta,Lemari Kaca,,2,1,,3
442,7-Jan-25,MUT K,OUT,DS-TMG034,Trigger Radar,HIKVISION Capture-trigger Radar (Anti Fault),30076538009,Rak B,1,,Trigger RadarHIKVISION Capture-trigger Radar (Anti Fault),,,,,,Rak F,,5,1,,6
443,7-Jan-25,MUT M,IN,DS-TMG034,Trigger Radar,HIKVISION Capture-trigger Radar (Anti Fault),30076538009,Lemari Kaca,1,,Trigger RadarHIKVISION Capture-trigger Radar (Anti Fault),,,,,EPSON Ink 664 Magenta Total,,,7,2,,9
444,7-Jan-25,MUT K,OUT,DS-TMG034,Trigger Radar,HIKVISION Capture-trigger Radar (Anti Fault),30081713927,Rak B,1,,Trigger RadarHIKVISION Capture-trigger Radar (Anti Fault),,,,,EPSON Ink 664 Yellow,Lemari Kaca,,3,2,,5
445,7-Jan-25,MUT M,IN,DS-TMG034,Trigger Radar,HIKVISION Capture-trigger Radar (Anti Fault),30081713927,Lemari Kaca,1,,Trigger RadarHIKVISION Capture-trigger Radar (Anti Fault),,,,,,Rak F,,5,1,,6
446,7-Jan-25,ADJ -,OUT,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,22140Q8001868,Rak C,1,C0.06.C3.35.C5.1E,RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,EPSON Ink 664 Yellow Total,,,8,3,,11
447,8-Jan-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,EPSON Ink 673 Black,Rak F,,6,,,6
448,9-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,2,,Printer InkEPSON Ink 003 Black,,,,,EPSON Ink 673 Black Total,,,6,,,6
449,9-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Black,,,,,EPSON Ink 673 Cyan,Rak F,,5,,,5
450,9-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Rak F,1,,Printer InkEPSON Ink 003 Magenta,,,,,EPSON Ink 673 Cyan Total,,,5,,,5
451,9-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Magenta,,,,,EPSON Ink 673 Light Cyan,Rak F,,3,,,3
452,9-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,2,,Printer InkEPSON Ink 003 Yellow,,,,,EPSON Ink 673 Light Cyan Total,,,3,,,3
453,9-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,2,,Printer InkEPSON Ink 003 Yellow,,,,,EPSON Ink 673 Light Magenta,Rak F,,2,,,2
454,9-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,2,SR1626699 - Josnima Sihotang (Lab Central),Printer InkEPSON Ink 003 Black,,,,,EPSON Ink 673 Light Magenta Total,,,2,,,2
455,9-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Magenta,,Lemari Kaca,1,SR1626699 - Josnima Sihotang (Lab Central),Printer InkEPSON Ink 003 Magenta,,,,,EPSON Ink 673 Magenta,Rak F,,3,,,3
456,9-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,2,SR1626699 - Josnima Sihotang (Lab Central),Printer InkEPSON Ink 003 Yellow,,,,,EPSON Ink 673 Magenta Total,,,3,,,3
457,9-Jan-25,KELUAR,OUT,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQ1,Rak C,1,SR1626701 - Catrin Milenia Pangau (Store BE),MonitorMonitor HP P24 G5 FHD,,,,,EPSON Ink 673 Yellow,Rak F,,3,,,3
458,1-Jan-25,ADJ -,OUT,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032V6Y,Rak C,1,lupa catat - sepertinya ada di pak Manjula,MonitorMonitor HP P24 G5 FHD,,,,,EPSON Ink 673 Yellow Total,,,3,,,3
459,9-Jan-25,KELUAR,OUT,,Kabel,Kabel DP,,Lemari Kaca,1,Rizki (Store ex. Boiler),KabelKabel DP,,,,,HP Ink Advantage Cartridge 680 Black,Rak F,,4,,,4
460,9-Jan-25,MASUK,IN,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,22140Q8001868,Rak C,1,ternyata dipasang di rumah p. Rajesh,RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,HP Ink Advantage Cartridge 680 Black Total,,,4,,,4
461,9-Jan-25,KELUAR,OUT,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,22140Q8001868,Rak C,1,pasang di kutai room - untuk meeting tgl 20-21 jan 2025,RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,HP Ink Cartridge HP10 Black,Rak F,,1,,,1
462,9-Jan-25,MASUK,IN,TL-WR841HP(UN),Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,2236310000914,Rak C,1,"gak jadi pasang, pakai bekas",RouterTP-LINK Wireless N Router 300Mbps TL-WR841HP,,,,,HP Ink Cartridge HP10 Black Total,,,1,,,1
463,1-Jan-25,ADJ -,OUT,GLC-LH-SMD,SFP,CISCO SFP Modules,ACW24201U2R,Lemari,1,sepertinya lupa catat,SFPCISCO SFP Modules,,,,,HP Ink Cartridge HP11 Magenta,Rak F,,1,,,1
464,1-Jan-25,ADJ -,OUT,GLC-LH-SMD,SFP,CISCO SFP Modules,ACW24160Z5U,Lemari,1,sepertinya lupa catat,SFPCISCO SFP Modules,,,,,HP Ink Cartridge HP11 Magenta Total,,,1,,,1
465,1-Jan-25,ADJ -,OUT,GLC-LH-SMD,SFP,CISCO SFP Modules,ACW24201TDE,Lemari,1,sepertinya lupa catat,SFPCISCO SFP Modules,,,,,HP Ink Cartridge HP11 Yellow,Rak F,,1,,,1
466,1-Jan-25,ADJ -,OUT,,RJ45,RJ45 COMMSCOPE,,Lemari,1,sepertinya lupa catat,RJ45RJ45 COMMSCOPE,,,,,HP Ink Cartridge HP11 Yellow Total,,,1,,,1
467,1-Jan-25,ADJ -,OUT,ST1000DM003,HDD,SEAGATE BARRACUDA 1TB,ZN1DM665,Lemari,1,Ex. Workshop,HDDSEAGATE BARRACUDA 1TB,,,,Printer Ink Total,,,,463,184,,647
468,7-Jan-25,KELUAR,OUT,TP-22,Stationary,Facial Tissue,,Lemari,1,,StationaryFacial Tissue,,,,Proyektor,EPSON EB-FH52 Full HD 3LCD Projector,Rak C,,1,1,,2
469,1-Jan-25,ADJ -,OUT,,Stationary,Transparent Tape 1 in,,Lemari,1,,StationaryTransparent Tape 1 in,,,,,EPSON EB-FH52 Full HD 3LCD Projector Total,,,1,1,,2
470,1-Jan-25,ADJ -,OUT,,Stationary,NACHI Double Tape 12mm - 10yard,,Lemari,2,,StationaryNACHI Double Tape 12mm - 10yard,,,,,EPSON Proyektor EB-X400,Rak C,,3,1,,4
471,1-Jan-25,ADJ -,OUT,,Stationary,Joyko Pen Gel GP-265Q Black,,Lemari,1,,StationaryJoyko Pen Gel GP-265Q Black,,,,,EPSON Proyektor EB-X400 Total,,,3,1,,4
472,1-Jan-25,ADJ -,OUT,,Stationary,ALKALINE Battery AA,,Lemari,4,,StationaryALKALINE Battery AA,,,,,EPSON Proyektor EB-X500,Lemari Kaca,,1,,,1
473,13-Jan-25,MUT K,OUT,76C87PA#AR6,TC,HP Elite t655 Thin Client,8CG3440LQS,Rak C,1,,TCHP Elite t655 Thin Client,,,,,,Rak C,,1,,,1
474,13-Jan-25,MUT M,IN,76C87PA#AR6,TC,HP Elite t655 Thin Client,8CG3440LQS,Lemari,1,,TCHP Elite t655 Thin Client,,,,,EPSON Proyektor EB-X500 Total,,,2,,,2
475,1-Jan-25,ADJ -,OUT,,Patch Cord,Patch Cord bekas,,Lemari Kaca,5,,Patch CordPatch Cord bekas,,,,,EPSON Proyektor EB-X600,Rak C,,3,1,,4
476,1-Jan-25,ADJ -,OUT,,Patch Cord,Patch Cord LC-LC 3M,,Lemari Kaca,1,Netviel LC-LC 3m,Patch CordPatch Cord LC-LC 3M,,,,,EPSON Proyektor EB-X600 Total,,,3,1,,4
477,13-Jan-25,MASUK,IN,PH0U,Keyboard,HP Keyboard,BEXHP0AWYD50BC,Lemari,1,Bekas,KeyboardHP Keyboard,,,,Proyektor Total,,,,9,3,,12
478,13-Jan-25,MASUK,IN,SK-2120,Keyboard,HP Keyboard,BEXHP0CUECZAQF,Lemari,1,Bekas,KeyboardHP Keyboard,,,,Remote,Remote,Lemari,,2,,,2
479,13-Jan-25,MASUK,IN,KU-1469,Keyboard,HP Keyboard,BEXHP0B*,Lemari,1,Bekas,KeyboardHP Keyboard,,,,,Remote Total,,,2,,,2
480,13-Jan-25,MASUK,IN,YU0036,Keyboard,LOGITECH Keyboard K120,2044SC32LF68,Lemari,1,Bekas,KeyboardLOGITECH Keyboard K120,,,,,Remote EPSON PROJECTOR,Lemari,,3,,,3
481,1-Jan-25,ADJ -,OUT,HSA-D005M,Mouse,HP Mouse,9CT345050K,Lemari Kaca,1,,MouseHP Mouse,,,,,Remote EPSON PROJECTOR Total,,,3,,,3
482,1-Jan-25,ADJ -,OUT,ENP-450SH,Power Supply,ENLIGHT Sniper Power 450W Power Supply,ENP450210401313,Lemari Kaca,1,,Power SupplyENLIGHT Sniper Power 450W Power Supply,,,,,Remote LOGITECH,Lemari,,3,,,3
483,1-Jan-25,ADJ +,IN,UTPSP1MBUY,Network Cable,PANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,Lemari Kaca,1,,Network CablePANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,,,,Remote LOGITECH Total,,,3,,,3
484,1-Jan-25,MUT K,OUT,T-ECO196,Tripod,TAKARA Lightweight tripod for DSLR camera or smartphone (TAKARA ECO-196A),,Lemari,1,,TripodTAKARA Lightweight tripod for DSLR camera or smartphone (TAKARA ECO-196A),,,,Remote Total,,,,8,,,8
485,1-Jan-25,MUT M,IN,T-ECO196,Tripod,TAKARA Lightweight tripod for DSLR camera or smartphone (TAKARA ECO-196A),,Lemari Kaca,1,,TripodTAKARA Lightweight tripod for DSLR camera or smartphone (TAKARA ECO-196A),,,,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,Lemari Kaca,,8,6,,14
486,14-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1630949 - Firdaus Aliamsyah (HSE),Printer InkEPSON Ink 003 Black,,,,,,Rak F,,26,6,,32
487,14-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1630949 - Firdaus Aliamsyah (HSE),Printer InkEPSON Ink 003 Yellow,,,,,EPSON Ribbon Cartridge LQ310 Total,,,34,12,,46
488,14-Jan-25,KELUAR,OUT,DS-3E1506P-EI/M,PoE Switch,HIKVISION 4 Port Gigabit Smart POE Switch,FC0722840,Rak A,1,,PoE SwitchHIKVISION 4 Port Gigabit Smart POE Switch,,,,,FARGO Card Printer Cleaning Kit,Rak B,,1,,,1
489,14-Jan-25,KELUAR,OUT,,Lain-lain,NISO Socket Pipa 20mm,,Rak A,50,,Lain-lainNISO Socket Pipa 20mm,,,,,FARGO Card Printer Cleaning Kit Total,,,1,,,1
490,14-Jan-25,KELUAR,OUT,,Lain-lain,MASKO Klem Supra 14mm,,Rak A,300,,Lain-lainMASKO Klem Supra 14mm,,,,Ribbon Cartridge Total,,,,35,12,,47
491,16-Jan-25,MASUK,IN,,Kabel,Kabel DP,,Lemari Kaca,3,,KabelKabel DP,,,,RJ45,COMMSCOPE Crimmping tool Cat 6,Lemari,,1,,,1
492,1-Jan-25,MUT K,OUT,JW3105A,Senter,Senter JOINWIT JW3105A Visual Fault Locator,,Lemari,1,"ELTO2432, PO: 4500370590",SenterSenter JOINWIT JW3105A Visual Fault Locator,,,,,COMMSCOPE Crimmping tool Cat 6 Total,,,1,,,1
493,1-Jan-25,MUT M,IN,JW3105A,Senter,Senter JOINWIT JW3105A Visual Fault Locator,,Lemari Kaca,1,"ELTO2432, PO: 4500370590",SenterSenter JOINWIT JW3105A Visual Fault Locator,,,,,RJ45 BELDEN,Lemari,,1,,,1
494,16-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,1,,Printer InkEPSON Ink 003 Black,,,,,RJ45 BELDEN Total,,,1,,,1
495,16-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Black,,,,,RJ45 COMMSCOPE,Lemari,,6,4,,10
496,16-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,1,,Printer InkEPSON Ink 003 Yellow,,,,,RJ45 COMMSCOPE Total,,,6,4,,10
497,16-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Yellow,,,,,RJ45 PANDUIT,Lemari,,1,,,1
498,1-Jan-25,MUT K,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3151961,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,RJ45 PANDUIT Total,,,1,,,1
499,1-Jan-25,MUT M,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3151961,Rak A,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,RJ45 Total,,,,9,4,,13
500,1-Jan-25,MUT K,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152017,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,Router,TP-LINK Wireless N Router 300Mbps TL-WR841HP,Lemari,,1,,,1
501,1-Jan-25,MUT M,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152017,Rak A,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,,Rak C,,6,4,,10
502,1-Jan-25,MUT K,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152019,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,TP-LINK Wireless N Router 300Mbps TL-WR841HP Total,,,7,4,,11
503,1-Jan-25,MUT M,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152019,Rak A,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,Router Total,,,,7,4,,11
504,1-Jan-25,MUT K,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152030,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,Senter,Senter JOINWIT JW3105A Visual Fault Locator,Lemari,,1,1,,2
505,1-Jan-25,MUT M,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152030,Rak A,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,,Lemari Kaca,,1,,,1
506,1-Jan-25,MUT K,OUT,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152060,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,Senter JOINWIT JW3105A Visual Fault Locator Total,,,2,1,,3
507,1-Jan-25,MUT M,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152060,Rak A,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,Senter Total,,,,2,1,,3
508,16-Jan-25,MASUK,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,222C900001353,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,SFP,CISCO SFP Modules,Lemari,,47,5,,52
509,16-Jan-25,MASUK,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222B3A1000283,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,,,Rak B,,7,,,7
510,17-Jan-25,MASUK,IN,NVL-DPSM1-LC-LC-001,Patch Cord,Patch Cord LC-LC 1M,,Rak A,12,NETVIEL Patch Cord Duplex LC-LC Single Mode 1m,Patch CordPatch Cord LC-LC 1M,,,,,CISCO SFP Modules Total,,,54,5,,59
511,17-Jan-25,MASUK,IN,NVL-PTSM1-SC-01,Patch Cord,Patch Cord SC Pig Tail 1 M,,Rak A,12,"NETVIEL Pig Tail SC, simplex, singlemode",Patch CordPatch Cord SC Pig Tail 1 M,,,,SFP Total,,,,54,5,,59
512,17-Jan-25,MASUK,IN,NVL-PTSM1-LC-01,Patch Cord,Patch Cord LC Pig Tail 1M,,Rak A,24,"NETVIEL Pig Tail LC, simplex, singlemode",Patch CordPatch Cord LC Pig Tail 1M,,,,Speaker,LOGITECH Stereo Headset H111,Lemari,,1,1,,2
513,1-Jan-25,ADJ +,IN,,Patch Cord,Patch Cord LC Pig Tail 1M,,Rak A,187,"1 plastik isi 12. ada 17 plastik, jadi 17*12-17(saldo awal)",Patch CordPatch Cord LC Pig Tail 1M,,,,,,Rak A,,1,,,1
514,17-Jan-25,KELUAR,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922313,Lemari Kaca,1,SR1633701 - Putri Purnama Sapey (WB),Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,LOGITECH Stereo Headset H111 Total,,,2,1,,3
515,17-Jan-25,KELUAR,OUT,S015639/S015634,Ribbon Cartridge,EPSON Ribbon Cartridge LQ310,231922320,Lemari Kaca,1,SR1633701 - Putri Purnama Sapey (WB),Ribbon CartridgeEPSON Ribbon Cartridge LQ310,,,,,MIFA K3 Soundbar,Rak A,,2,,,2
516,17-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,SR1633793 - Rianda Dwita Sari Wardhani (WS),Printer InkEPSON Ink 003 Black,,,,,MIFA K3 Soundbar Total,,,2,,,2
517,17-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,SR1633793 - Rianda Dwita Sari Wardhani (WS),Printer InkEPSON Ink 003 Yellow,,,,Speaker Total,,,,4,1,,5
518,18-Jan-25,KELUAR,OUT,M-U0026,Mouse,Logitech Mouse,2413AP08GNJ8,Lemari Kaca,1,SR1634160 - Yolanda Ester Pandiangan (QC),MouseLogitech Mouse,,,,SSD,KINGSTON SSD,Lemari,,2,,,2
519,20-Jan-25,KELUAR,OUT,,Stationary,ALKALINE Battery AA,,Lemari,1,,StationaryALKALINE Battery AA,,,,,KINGSTON SSD Total,,,2,,,2
520,20-Jan-25,KELUAR,OUT,,Patch Cord,Patch Cord bekas,,Lemari Kaca,1,,Patch CordPatch Cord bekas,,,,,SAMSUNG SSD 870 EVO 500GB,Lemari,,2,1,,3
521,21-Jan-25,KELUAR,OUT,CJ688TPBU,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,,Lemari,1,,Jack ModulePANDUIT Mini-com tx6 Plus Jack Module,,,,,SAMSUNG SSD 870 EVO 500GB Total,,,2,1,,3
522,22-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Black,,Rak F,1,,Printer InkEPSON Ink 003 Black,,,,SSD Total,,,,4,1,,5
523,22-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Black,,,,Stationary,3M Tape,Lemari,,1,,,1
524,22-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 003 Yellow,,Rak F,1,,Printer InkEPSON Ink 003 Yellow,,,,,3M Tape Total,,,1,,,1
525,22-Jan-25,MUT M,IN,,Printer Ink,EPSON Ink 003 Yellow,,Lemari Kaca,1,,Printer InkEPSON Ink 003 Yellow,,,,,ALKALINE Battery AA,Lemari,,9,8,,17
526,22-Jan-25,KELUAR,OUT,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQ5,Rak C,1,SR1636335 - Survina Osalia Br Ginting (WWTP3),MonitorMonitor HP P24 G5 FHD,,,,,ALKALINE Battery AA Total,,,9,8,,17
527,23-Jan-25,KELUAR,OUT,,Patch Cord,Patch Cord bekas,,Lemari Kaca,1,,Patch CordPatch Cord bekas,,,,,ALKALINE Battery AAA,Lemari,,14,8,,22
528,30-Jan-25,KELUAR,OUT,M-U0026,Mouse,Logitech Mouse,2413AP025DU8,Lemari Kaca,1,IM546134 - Yogi Harmawan (EXIM),MouseLogitech Mouse,,,,,ALKALINE Battery AAA Total,,,14,8,,22
529,30-Jan-25,KELUAR,OUT,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222C905000139,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,,ENERGIZER Battery AA,Lemari,,6,,,6
530,30-Jan-25,KELUAR,OUT,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,2236350001078,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,,ENERGIZER Battery AA Total,,,6,,,6
531,28-Jan-25,KELUAR,OUT,,Printer Ink,EPSON Ink 664 Black,,Lemari Kaca,1,SR1639571 - Henry Dwiputra Hafid (Utility),Printer InkEPSON Ink 664 Black,,,,,ENERGIZER Battery AAA,Lemari,,2,,,2
532,30-Jan-25,KELUAR,OUT,C7977A RW,Backup Tape,HPE LTO-7 Ultrium RW Data Cartridge 15TB,,Lemari,3,,Backup TapeHPE LTO-7 Ultrium RW Data Cartridge 15TB,,,,,ENERGIZER Battery AAA Total,,,2,,,2
533,31-Jan-25,KELUAR,OUT,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,FH6471500,Rak A,1,CCTV Mess D,PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,Facial Tissue,Lemari,,13,5,,18
534,31-Jan-25,KELUAR,OUT,DS-3E1510P-EI/M,PoE Switch,HIKVISION 8 Port Gigabit Smart POE Switch,FH6471516,Rak A,1,CCTV Mess D,PoE SwitchHIKVISION 8 Port Gigabit Smart POE Switch,,,,,Facial Tissue Total,,,13,5,,18
535,31-Jan-25,MUT K,OUT,,Printer Ink,EPSON Ink 664 Black,,Lemari Kaca,1,,Printer InkEPSON Ink 664 Black,,,,,GP Battery A23,Lemari,,9,2,,11
